conversation_id,user_id,day_code,turn_count,distinct_moves,review_concept_count,review_concept_rate,all_moves_are_review_concept,has_repeated_review_concept,has_any_check_question,has_any_citation,has_any_misconception,has_any_follow_up,has_down_rating,avg_latency_ms,median_answer_words
C0498,U0126,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,1905.0,145.0
C0499,U0234,Lecture_material_ms2044ey_k6uor3,3,1,3,1.0,True,True,False,True,False,False,False,1978.67,247.0
C0500,U0054,Lecture_material_ms2044ey_k6uor3,2,1,2,1.0,True,True,False,False,False,False,False,1697.5,128.0
C0501,U0217,New learning material,1,1,1,1.0,True,False,False,False,False,False,False,1855.0,159.0
C0502,U0281,New learning material,2,1,2,1.0,True,True,False,True,False,False,False,4728.5,231.5
C0503,U0007,Lecture_material_ms204i6x_gqwyya,1,1,1,1.0,True,False,False,True,False,False,False,1577.0,99.0
C0504,U0321,Lecture_material_ms203vsq_ob7vqp,5,2,4,0.8,False,True,False,True,False,False,False,1771.8,242.0
C0505,U0195,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,True,False,False,False,1763.0,188.0
C0506,U0337,Lecture_material_ms4ahenz_7cpqa2,4,1,4,1.0,True,True,False,False,False,False,False,1541.0,67.0
C0507,U0147,day02-c301,1,1,1,1.0,True,False,False,True,False,False,False,1802.0,180.0
C0508,U0033,New learning material,1,1,1,1.0,True,False,False,False,False,False,False,1726.0,62.0
C0509,U0259,Lecture_material_ms2044ey_k6uor3,3,2,2,0.6666666666666666,False,False,True,True,False,False,False,2112.0,266.0
C0510,U0210,Lecture_material_ms5r18w1_oe5xlz,3,1,3,1.0,True,True,True,False,False,False,False,1605.33,111.0
C0511,U0071,New learning material,2,2,1,0.5,False,False,True,False,False,False,False,2912.0,25.5
C0512,U0259,Lecture_material_ms204i6x_gqwyya,1,1,1,1.0,True,False,True,True,False,False,False,1922.0,171.0
C0513,U0209,Lecture_material_ms2lb2ke_c1je8j,1,1,1,1.0,True,False,False,False,False,False,False,2149.0,309.0
C0514,U0185,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,False,False,False,True,1416.0,79.0
C0515,U0074,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,False,False,False,False,1761.0,132.0
C0516,U0206,New learning material,6,2,5,0.8333333333333334,False,True,True,False,False,False,False,2211.67,56.5
C0517,U0258,New learning material,1,1,1,1.0,True,False,False,False,False,False,False,1663.0,66.0
C0518,U0009,New learning material,1,1,0,0.0,False,False,False,True,False,False,False,4331.0,225.0
C0519,U0045,Lecture_material_ms204i6x_gqwyya,1,1,1,1.0,True,False,False,False,False,False,False,1482.0,89.0
C0520,U0286,New learning material,1,1,1,1.0,True,False,False,False,False,False,False,1566.0,66.0
C0521,U0165,Lecture_material_ms2lb2ke_c1je8j,1,1,1,1.0,True,False,False,False,False,False,False,1574.0,178.0
C0522,U0363,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,True,False,False,False,False,1763.0,227.0
C0523,U0186,New learning material,1,1,0,0.0,False,False,False,False,False,False,False,4599.0,72.0
C0524,U0248,New learning material,1,1,1,1.0,True,False,False,False,False,False,False,1886.0,175.0
C0525,U0106,New learning material,1,1,0,0.0,False,False,False,False,False,False,False,3808.0,198.0
C0526,U0211,Lecture_material_ms2lb2ke_c1je8j,1,1,1,1.0,True,False,False,True,False,False,False,1722.0,144.0
C0527,U0169,New learning material,1,1,1,1.0,True,False,False,False,False,False,False,1606.0,45.0
C0528,U0153,Lecture_material_ms4ahenz_7cpqa2,3,1,3,1.0,True,True,False,True,False,False,False,1621.67,152.0
C0529,U0178,Lecture_material_ms5rpr5o_wgl8wy,1,1,1,1.0,True,False,False,False,False,False,False,1489.0,81.0
C0530,U0191,New learning material,2,1,2,1.0,True,True,False,True,False,False,False,1753.0,145.5
C0531,U0265,Lecture_material_ms203vsq_ob7vqp,3,1,3,1.0,True,True,False,True,False,False,False,2233.33,269.0
C0532,U0199,Lecture_material_ms5rpr5o_wgl8wy,1,1,1,1.0,True,False,False,False,False,False,False,1712.0,209.0
C0533,U0301,Lecture_material_ms4x7dx1_t0qyxg,1,1,1,1.0,True,False,False,False,False,False,False,1430.0,95.0
C0534,U0081,Lecture_material_ms2lb2ke_c1je8j,1,1,1,1.0,True,False,False,True,False,False,False,1693.0,172.0
C0535,U0254,New learning material,1,1,1,1.0,True,False,True,False,False,False,False,1872.0,60.0
C0536,U0161,New learning material,1,1,0,0.0,False,False,False,False,False,False,False,3614.0,191.0
C0537,U0325,New learning material,1,1,0,0.0,False,False,False,False,False,False,True,4495.0,93.0
C0538,U0134,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,3284.0,122.0
C0539,U0078,Lecture_material_ms4x7dx1_t0qyxg,1,1,1,1.0,True,False,False,False,False,False,False,1930.0,247.0
C0540,U0208,New learning material,4,1,4,1.0,True,True,False,False,False,False,False,1793.25,80.5
C0541,U0166,Lecture_material_ms2044ey_k6uor3,2,1,2,1.0,True,True,False,True,False,False,False,1743.0,211.0
C0542,U0290,Day 1,1,1,1,1.0,True,False,False,True,False,False,False,5466.0,305.0
C0543,U0154,Lecture_material_ms5r18w1_oe5xlz,1,1,1,1.0,True,False,False,True,False,False,False,1607.0,177.0
C0544,U0290,Day 1,1,1,1,1.0,True,False,False,False,False,False,False,3794.0,38.0
C0545,U0220,Lecture_material_ms204i6x_gqwyya,2,2,1,0.5,False,False,True,False,False,False,False,1819.0,135.5
C0546,U0309,Lecture_material_ms5r18w1_oe5xlz,6,2,5,0.8333333333333334,False,True,True,False,False,False,False,1670.33,167.0
C0547,U0233,New learning material,2,1,2,1.0,True,True,True,True,False,False,True,1924.5,140.0
C0548,U0297,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,True,False,False,False,1638.0,164.0
C0549,U0040,Lecture_material_ms4x7dx1_t0qyxg,6,2,5,0.8333333333333334,False,True,True,True,False,False,False,1552.17,119.5
C0550,U0083,Lecture_material_ms2lb2ke_c1je8j,3,1,3,1.0,True,True,True,True,False,False,False,1879.0,79.0
C0551,U0009,Lecture_material_ms4ahenz_7cpqa2,6,3,2,0.3333333333333333,False,True,False,True,False,False,False,1716.83,151.0
C0552,U0139,New learning material,2,1,0,0.0,False,False,False,True,False,False,False,3704.0,134.0
C0553,U0246,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,True,False,False,False,1790.0,256.0
C0554,U0239,Lecture_material_ms203vsq_ob7vqp,3,1,3,1.0,True,True,True,False,False,False,False,1426.67,70.0
C0555,U0005,New learning material,2,2,1,0.5,False,False,False,True,False,False,False,3091.5,141.5
C0556,U0063,New learning material,4,1,4,1.0,True,True,False,True,False,False,True,1995.25,175.5
C0557,U0175,day02-c301,1,1,1,1.0,True,False,False,False,False,False,False,1674.0,64.0
C0558,U0198,Lecture_material_ms2044ey_k6uor3,3,1,3,1.0,True,True,True,True,False,False,False,1654.33,145.0
C0559,U0330,Day1-C302,3,1,3,1.0,True,True,False,True,False,False,False,1657.0,135.0
C0560,U0211,New learning material,1,1,1,1.0,True,False,False,False,False,False,False,1747.0,68.0
C0561,U0150,Lecture_material_ms203vsq_ob7vqp,1,1,1,1.0,True,False,False,False,False,False,False,1442.0,63.0
C0562,U0129,Lecture_material_ms204i6x_gqwyya,2,2,1,0.5,False,False,False,True,False,False,False,1514.0,100.0
C0563,U0085,Lecture_material_ms2lb2ke_c1je8j,2,1,2,1.0,True,True,False,True,False,False,False,1589.0,96.0
C0564,U0090,New learning material,1,1,0,0.0,False,False,False,False,False,False,False,5714.0,83.0
C0565,U0073,Lecture_material_ms204v3b_r9mo78,1,1,1,1.0,True,False,False,True,False,False,False,1463.0,138.0
C0566,U0110,New learning material,2,1,0,0.0,False,False,False,False,False,False,False,1918.5,140.5
C0567,U0319,New learning material,4,2,3,0.75,False,True,False,True,False,False,False,3698.75,220.5
C0568,U0042,New learning material,5,1,5,1.0,True,True,False,False,False,False,False,2273.0,287.0
C0569,U0044,Lecture_material_ms4ahenz_7cpqa2,1,1,1,1.0,True,False,False,True,False,False,False,1442.0,105.0
C0570,U0304,New learning material,1,1,1,1.0,True,False,False,True,False,False,False,1766.0,106.0
C0571,U0037,Lecture_material_ms203vsq_ob7vqp,1,1,1,1.0,True,False,False,True,False,False,False,1689.0,113.0
C0572,U0120,Lecture_material_ms203vsq_ob7vqp,2,2,1,0.5,False,False,False,False,False,False,False,1612.5,93.0
C0573,U0132,Lecture_material_ms203vsq_ob7vqp,4,1,4,1.0,True,True,True,True,False,False,False,1617.0,96.0
C0574,U0081,New learning material,2,1,2,1.0,True,True,False,True,False,False,False,3333.0,199.5
C0575,U0341,New learning material,1,1,1,1.0,True,False,True,False,False,False,True,1709.0,55.0
C0576,U0100,Lecture_material_ms2044ey_k6uor3,1,1,1,1.0,True,False,False,True,False,False,False,1581.0,146.0
C0577,U0237,New learning material,1,1,0,0.0,False,False,False,True,False,False,False,4825.0,206.0
C0578,U0065,day02-c301,1,1,1,1.0,True,False,False,True,False,False,False,1646.0,72.0
C0579,U0144,New learning material,3,1,3,1.0,True,True,False,True,False,False,False,2048.33,184.0
C0580,U0153,Lecture_material_ms2044ey_k6uor3,9,3,6,0.6666666666666666,False,True,True,True,False,False,False,1885.22,234.0
C0581,U0141,day02-c301,3,1,3,1.0,True,True,False,True,False,False,True,2103.33,259.0
C0582,U0303,Lecture_material_ms204v3b_r9mo78,3,1,3,1.0,True,True,False,True,False,False,True,1693.67,138.0
C0583,U0003,Lecture_material_ms5rpr5o_wgl8wy,1,1,1,1.0,True,False,False,True,False,False,False,1436.0,120.0
C0584,U0022,day02-c301,1,1,1,1.0,True,False,False,True,False,False,False,1999.0,267.0
C0585,U0263,Lecture_material_ms203vsq_ob7vqp,2,1,2,1.0,True,True,True,True,False,False,False,1664.5,163.0
